HUC8,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
14080204,208.72,192.39,187.91,196.54,377.63,319.38,319.64,288.82,290.71,209.42,360.47,208.94,245.84,315.44,294.86,306.51,179.77,253.59,285.84,241.47,261.76,215.74,329.89,194.23,265.09,285.76,340.94,226.3,287.22,232.67,337.02,239.13,242.24,194.09,274.92,274.87,268.36,240.23,209.34,351.09,466.44,200.99,207.61,242.49,206.81,228.35,263.09,263.99,255.35,117.17,205.86,277.16,190.92,229.53,186.11,143.92,359.68,205.56,218.12,191.87,264.24,202.01,219.17,232.95,364.24,207.18,220.33,216.44,283.07,215.3,225.16,262.64,220.32,217.18,214.9,178.06,199.05,335.94,255.63,253.38,262.28,335.95,326.82,273.42,311.33,293.62,294.37,272.06,117.15,274.15,250.4,304.55,280.46,208.69,232.48,177.55,308.65,272.31,203.62,210.64,176.68,155.2,177.95,230.41,254.98,220.47,246.92,232.41,145.74,293.84,194.89,158.45,228.15,150.98,374.39,241.63,191.99,153.99,253.35,117.72,218.24,276.48,235.49
15070102,255.33,274.9,225.23,251.94,820.23,469.26,382.22,454,386.52,272.29,468.23,398.87,335.14,444.78,473.17,511.47,352.3,438.3,529.87,374.92,388.83,381.37,467.55,236.83,339.83,442.24,493.73,231.05,253.5,413.88,538.26,375.56,310.42,265.37,416.31,379.92,310.7,317.85,331.64,451.37,625.98,237.89,334.12,377.65,304.05,377.06,237.26,255.67,368.68,194.17,517.37,438.99,206.78,343.17,365.83,151.85,436.37,405.84,458.05,247.93,270.95,255.77,372.07,301.28,684.21,311.03,450.55,296.32,367.93,377.33,281.41,397.87,301.33,337.07,246.51,369.81,276.13,693,346.84,473.76,333.49,551.67,562.68,464.65,402.85,365.41,405.62,350.58,231.53,398.72,438.13,628.71,607.54,345.66,392.51,229.58,343.72,456.33,292.03,356.96,294.05,167.96,389.83,421.57,408.4,212.79,270.73,359.81,199.44,455.75,226.76,265.02,325.2,346.74,331.71,345.97,299.22,345.4,501.17,214.79,373.59,309.1,305.92
15070103,208.55,227.4,193.53,221.82,702.41,427.84,327.65,365.81,353.69,231.82,378.83,351.92,285.46,400.14,423.73,454.92,309.79,401.13,468.88,336.38,353.02,330.93,444.13,186.81,291.19,420.99,442.05,199.93,222.02,385.99,495.58,341.51,278.89,239.13,422.89,332.81,287.03,289.03,316.54,359.47,560.02,203.57,304.13,336.2,286,328.24,194.17,208.49,345.47,167.48,482.12,409.19,193.27,314.9,328.34,114.06,365.43,358.23,377.92,200.9,230.41,234.55,335.08,254.94,611.84,265.29,379.81,263.37,326.57,355.12,262.41,322.14,262.23,328.39,212.97,326.06,244.7,616.34,305.04,402.68,321.6,480.62,494.85,403.36,345.39,318.09,365.67,304.21,208.98,340.3,368.28,529.3,495.55,275.24,344.79,184,315.55,414.06,271.39,334.8,247.51,136.94,354.34,390.71,366.04,179.54,232.56,317.68,150.53,394.21,180.53,232.39,286.39,312.76,323.21,313.57,278.82,278.6,432.35,203.48,316.94,306.63,266.46
15020013,188.71,177.77,169.78,177.96,371.58,334.96,298.31,286.81,294.51,219.74,340.8,204.61,241.59,305.53,297.03,298.49,166.88,229.54,278.94,224.82,263.27,198.7,325.86,179.52,264.72,277.18,341.84,206.73,279.73,214.44,316.5,219.83,230.21,187.01,264.09,274.14,253.08,213.42,200.9,340.62,435,208.89,203.54,220.74,186.25,234.57,244.85,229.94,243.76,120.84,200.67,284.18,175.33,220.51,185.46,142.74,310.53,208.76,212.79,179.62,230.88,184.21,213.07,220.09,351.04,203.65,235.48,200.85,242.93,206.89,213.01,253.13,206.53,200.8,205.74,172.27,214.59,326.82,235.8,256.16,244.16,333.65,301.13,323.5,327.51,251.94,253.83,256.73,118.46,229.36,221.77,301.15,257.37,199.16,211.05,149.81,283.42,275.89,207.1,196.2,160.97,145.75,151.09,235.01,226.45,200.73,209.61,188.66,120.58,268.22,195.16,145.27,215.98,160.36,348.94,222.74,178.57,155.55,220.33,93.33,181.37,270.62,212.56
15030103,175.34,160.11,130.26,192.49,490.58,304.47,280.91,357.52,342.24,228.54,258.59,215.05,135.25,257.39,324.81,294.69,201.76,317.52,453.92,327.23,319.32,287.08,239.58,130.79,245.99,260.87,347.11,104.73,149.73,239.52,441.46,244.66,179.14,202.14,278,263.36,258.38,234.03,352.82,358.62,439.71,129.91,243.94,256.81,196.31,250.01,112.19,166.81,222.14,107.31,314.93,277.02,145.14,216.63,188.76,46.24,266.51,273.16,253.47,179.25,159.5,161.31,215.72,148.72,387.5,160.85,233.91,152.43,229.16,184.63,194.66,213.18,214.63,189.23,134.55,280.72,177.68,442.74,254.71,287.62,216.11,303.61,351.53,292.42,221.95,272.65,221.68,234.07,98.34,264.04,246.36,396.59,361.13,168.26,184.29,93.55,224.8,335.96,172.32,133.44,182.86,80.98,223.6,352.67,319.82,157.68,116.11,196.49,115.3,279.86,182.58,198.16,193.78,213.75,199.33,267.61,171.1,158.68,263.39,107.43,148.15,186.96,206.02
15030105,124.6,123.05,97.14,130.66,380.99,207.43,177.76,237.55,234.55,148.96,190.13,171.71,163.44,231.43,234.8,210.66,196.63,244.75,249.75,219.64,208.69,170.95,247.97,73.36,168.97,251.9,202.89,81.12,98.55,184.51,285.74,190.09,136.78,121.46,246.17,168.34,163.29,154.22,245.47,190.45,367.13,104.95,173.9,195.12,146.2,182.86,88.32,109.29,140.51,81.39,274.49,206.88,78.4,124.7,178.84,42.64,180.21,166.91,186.82,106.24,102.61,122.82,159.59,107.7,271.55,151.69,186.53,118.8,173.7,153.1,125.54,143.26,125.24,140.95,96.88,201.71,116.76,304.4,183.31,189.89,133.44,249.22,275.9,213.43,158.55,174.55,139.62,211.75,81.72,145.82,132.5,288.49,249.21,143.5,138.89,55.9,178.7,227.39,129.19,110.02,133.71,46.31,171.07,244.78,231.49,90.91,109.98,169.28,71.01,188.34,114.66,120.64,199.25,154.32,166.69,151.55,136.81,114.24,211.85,97.07,131.69,142.2,126.11
15030106,97.92,103.93,81.08,96.65,334.92,169.16,150.05,193.71,211.17,119.38,155.55,156.31,145.51,191.27,181.22,179.43,157.83,211.86,192.6,208.9,193.43,144.09,177.03,49.48,156.43,218.75,172.63,42.71,82.07,135.66,231.37,157.56,99.56,100.85,181.88,133.46,145.03,151.06,243.17,171.51,298.85,72.62,166.67,149.29,130.83,161.22,69.17,91.65,129.19,50.3,223.63,159.65,47.88,100.81,146.61,24.62,136.75,177.79,162.82,98.35,86.39,94.62,131.59,82.1,223.51,152.37,154.24,81.87,145.21,121.01,110.18,111.78,97.25,91.94,83.29,263.84,133.84,254.22,159.1,189.52,96.45,188.34,259.38,183.23,141.39,145.65,129.11,189,57.57,126.88,106.11,240.2,199.26,129.28,110.68,75.56,170.44,167.86,90.52,62.98,100.58,44.69,120.11,215.32,232.91,97.19,85.22,153.95,83.63,180.68,114.02,125.07,170.82,136.97,164.58,144.81,120.09,93.2,160.84,96.24,94.26,103.88,95.86
15040005,322.86,261.71,254.64,273.78,732.21,425.67,414.7,417.32,315.45,228.5,454.97,375.23,366.16,519.11,445.5,491.36,297.92,392.68,510.46,375,349.46,306.81,442.38,206.43,349.86,464.87,387.18,323.87,341.94,418.94,542.03,385.97,348.65,310.79,423.74,386.46,350.26,323.78,330.62,503.34,602.69,299.15,341.63,386.76,273.97,353.56,249.73,266.18,380.17,203.93,402.28,399.48,225.72,379.02,337.94,194.85,448.29,500.14,397.95,286.08,403.32,333.64,380.32,322.66,513.46,341.88,416.76,359.18,325.09,294.02,348.11,429.27,312.63,355.12,339.4,308.71,354.3,589.1,382.51,394.81,330.47,480.08,636.22,490.06,457.23,482.84,392.98,423.65,226.01,478.48,446.6,565.5,487.35,459.62,293.28,336.07,388.57,392.54,303.94,384.89,352.45,279.47,296.87,367.23,356.3,368.76,386.21,417.08,250.75,456.68,275.17,269.29,311.19,332.34,453.01,386.77,239.29,329.52,408.95,189.75,376.85,419.97,294.42
15050100,264.27,247.8,187.58,222.87,705.58,384.39,345.76,407.01,295.26,209.88,394.13,346.13,305.71,448.89,395.72,411.3,270.07,377.39,460.37,320.75,281.12,308.64,391.91,176.87,258.21,418.6,318.89,230.58,236.82,395.81,479.81,341.38,289.83,229.89,380.96,363.04,288.05,263.75,273.69,375.22,572.31,243.67,293.4,350.68,266.06,341.41,201.85,212.75,275.47,187.76,406.02,381.97,179.08,333.45,325.34,158.55,357.15,337.28,345.85,211.85,267.34,231.63,340.51,290.38,480.65,287.93,392.88,306.07,285.03,258.25,298.54,359.62,271.51,301.19,270.11,261.62,252.84,609.44,316.07,341.18,287.87,433.98,551.49,453.88,338.99,370.65,297.26,302.42,189.89,451.87,355.64,602.31,545.01,352.06,286.75,248.7,270.8,376.93,228.96,288.62,315.03,137.06,244.68,287.61,329.37,242.49,254.6,338.86,179.37,398.21,225.92,250.43,269.4,305.03,324.37,282.48,223.7,267.69,380.88,138.45,356.92,336.55,265.58
15050201,325.94,231.25,246.61,253.07,693.79,391.62,482.13,373.41,342.9,278.05,494.06,380.29,382.11,573.5,399.77,452.18,316.25,346.78,520.75,328.8,388.13,317.86,446.39,216.54,325.53,522.45,391.69,348.98,339.87,487.85,570.26,396.38,325.73,338.33,399.49,347.61,378.19,342.21,384.87,483.29,536.14,297.19,365.06,385.35,293.04,346.75,247.18,297.08,423.26,243.07,369.97,387.16,214.07,362.74,343.31,200.58,411.85,446.49,400.59,293.14,408.64,323.14,370.12,387.12,486.39,435.09,457.26,326.38,301.02,283.37,410.18,405.85,291.04,393.49,322.56,345.04,454.77,566.08,341.67,308.1,373.83,459.52,669.08,494.25,493.68,512.22,461.36,462.84,281.1,478.16,464.76,553.2,513.87,434.63,357.8,344.1,442.19,396.95,347.66,470.45,364.38,248.93,209.17,380.71,327.33,332.68,388.23,340.51,276.79,419.65,319.3,271.9,339.13,411.06,433.72,426.56,271.84,422.27,458.74,212.39,382.69,475.52,245.83
15050203,358.42,273.65,258.55,277.32,765.56,445.87,468.42,464.47,360.75,284.83,479.54,415.18,398.13,574.2,453.51,494.8,323.25,380.18,551.36,378.61,377.88,348.97,502.55,217.67,324.56,503.86,403.05,338.14,330.91,507.29,583.51,406.84,330.24,317.19,438.97,370.47,374.52,349.25,357.95,483.92,590.48,300.51,363.87,416.57,306.47,382.37,241.36,291.75,393.27,230.17,445.11,426.21,218.43,434.84,348.21,207.44,454.27,436.3,401.39,269.6,406.42,311.16,396.48,410.54,556.66,435.54,450.97,365.87,339.59,323.63,417.47,433.8,356.18,433.01,334.57,344.94,426.34,664.51,386.87,383.52,422.19,517.15,759.54,528.42,474.25,491.83,428.23,413.2,277.09,531.28,429.99,662.05,625.67,483.32,370.08,357.59,400.4,513.69,329.16,456.65,396.77,213.21,292.76,352.22,349.45,363.13,329.06,385.33,240.15,443.3,300.22,261.78,291.01,331.95,492.91,408.95,301.76,395.44,443.62,170.35,423.1,476.54,289.37
15050301,429.84,308.79,289.22,361.09,766.01,483.46,536.71,463.08,421.08,337.8,457.82,472.17,416.18,609.56,367.29,423.51,369.55,358.33,563.78,375.23,387.5,363.09,497.08,249.06,339.03,522.2,442.76,314.49,407.71,501.86,656.76,414.85,356.34,356.57,507.08,382.32,393.23,358.7,378.34,478.45,477.43,297.91,336.18,443.49,333.56,437.28,265.45,335.17,389.45,291.55,458.11,445.86,234.64,456.98,405.63,223.07,390.88,482.3,401.1,351.28,427.03,318.09,386.02,478.03,479.51,487.19,489.01,341.99,378.07,333.28,478.28,397.68,332.88,399.69,340.31,375.45,454.15,644.96,357.54,334.56,438.63,459.18,747.79,658.78,485.69,442.42,443.13,471.73,294.58,560.14,430.5,571.61,593.04,479.28,332.37,315.86,402.02,476.67,338.4,519,415.45,253.87,374.6,334.22,320.23,384.93,398.79,399.05,258.77,470.63,305.24,324.44,327.55,416.82,493.03,422.66,309.51,466.35,472.5,220.84,460.03,452.97,293.21
15050302,386.37,277.06,307.13,333.7,822.03,453.57,509.23,469.67,382.08,321.07,466.6,450.9,428.43,644.91,410.17,435.01,352.9,350.69,601.65,401.46,424.99,383.92,531.89,251.66,335.78,546.69,424.74,343.47,430.6,553.24,675.18,426.02,354.85,357.87,515.7,370.74,408.8,387.67,372.02,502.82,520.29,317.07,357.72,461.22,337.61,441.89,256.95,330.9,409.6,285.07,465.78,448.77,215.9,434.97,398.53,226.21,436.73,474.97,406.46,344.88,454.61,319.05,406.3,452.81,496.81,486.83,480.49,393.62,367.06,344.9,467.34,409.42,342.42,411.53,335.3,379.88,468.47,665.97,375.46,362.04,424.28,498.53,768.98,639.79,500.06,487.98,461.45,469.98,313.57,579.1,449.46,580.27,613.29,498.53,345.12,302.41,422.35,509.85,345.39,545.51,433.44,267.41,362.84,330.04,319.66,412.19,394.3,394.9,248.71,479.44,353.51,305.77,337.85,407.19,547,433.89,316.1,453.49,488.91,194.22,499.73,469.87,283.82
15050303,162.97,156.14,124.46,157.58,480.33,263,225.82,270.08,224.89,165.65,292.38,246.37,215.96,319.16,283.35,262.06,213.3,282.07,362.15,213.05,195.67,213.85,294.94,119.13,193.55,337.27,200.48,125.09,170.4,264.17,338.84,231.99,196.95,178,262.5,262.2,200.23,172.2,206.9,265.61,406.88,165.26,192.79,233.89,179.68,277.28,136.96,142.91,191.46,134.49,291.32,276.45,128.74,218.77,251.42,112.2,251.32,237.3,251.39,155.78,190.87,154.76,212.27,214.26,323.39,230.07,294.72,235.06,200,198.29,233.29,274.38,169.15,206.82,158.99,187.78,184.27,397.08,221.23,197.14,193.4,316.96,443.46,406.78,250.52,243.23,200.75,227.08,133.96,334.91,214.12,419.44,393.44,257.73,194.39,155.14,196.99,264.58,152.48,218.59,225.29,102.15,157.18,216.54,229.7,199.86,186.96,225.53,113.58,258.56,139.72,179.23,215.2,227.69,225.42,193.64,170.16,251.9,270.88,104.05,279.61,266.35,172.42
15050304,354.83,259.9,264.22,300.65,670.96,429.56,458.04,422.6,413.68,307.59,402.75,384.73,354.74,499.79,323.82,362.87,339.5,342.66,530.96,307.58,344.1,323.42,398.46,195.14,304.07,489.93,357.17,231.82,317.34,387.26,580.81,365.34,288.88,293.81,460.33,335.76,328.76,313.55,309.39,424.72,418.52,249.91,255.87,402.09,284.64,395.28,225.85,254.79,305.98,219.86,374.81,380.18,190.17,371.9,356.75,181.64,330.96,408.74,356.9,330.79,353.65,308.35,334.88,414.99,419.8,421.94,418.93,307.35,324.65,309.85,449.58,358.23,283.5,330.61,272.99,308.65,360.3,607.37,330.58,286.65,389.47,416.32,690.78,604.69,375.33,367.89,362.28,385.59,255.62,485.52,341.07,489.78,522.55,395.8,276.32,316.25,325.67,422.51,284.78,405.32,325.75,205.85,335.44,305.7,307.73,292.17,343.44,340.8,213.2,376.05,268.44,273.8,289.91,325.93,396.44,335.92,254.87,400.32,424.38,166.23,397.62,341.03,250.25
15050305,242.66,175.41,186.25,202.16,571.82,289.06,304.07,316.7,303.28,240.15,332.95,276.29,279.16,380.04,274.59,307.57,259.83,303.9,431.65,256.62,275.62,237.85,322.67,145.84,225.44,394.82,257.01,190.3,246.43,317.43,428.25,288.39,234.7,224.11,340.69,260.91,260.88,257.89,258.65,335.58,368.38,199.34,204.6,301.88,233.24,327.13,191.64,183.37,231.62,172.88,285.18,293.41,160.11,272,309.36,137.89,285.29,340.78,316.65,237.14,271.46,233.98,260.45,298.4,342.89,321.24,338,246.84,242.59,246.72,338.87,312.09,221.91,237.43,196.14,238.65,271.07,484.08,274.11,236.11,279.08,348.51,560.36,509.85,284.29,289.72,245.45,273.02,176.74,376.58,243.07,409.5,411.99,271.93,191.11,214.35,229.9,302.06,188.08,292.89,241.06,142.5,216.84,236.91,259.65,229.09,237.22,262.27,153.21,291.01,182.28,208.13,224.47,253.08,296.32,243.31,172.1,317.2,324.41,123.03,315.4,272.74,187.05
15050306,195.21,162.47,154.3,184.38,491.99,281.4,268.1,286.57,259.22,192.43,292.77,270.82,244.96,360.77,282.78,280.37,225.99,276.52,374.16,227.19,255.3,217.34,310.13,134.47,207.78,337.76,240.55,158.25,214.24,284.66,361.76,279.2,218.69,198.13,286.59,244.56,224.66,224.97,250.59,288.16,384.53,178.51,204.72,266.38,206.51,301.64,179.06,167.38,219.69,152.59,290.25,271.29,147.23,249.4,282.88,126.63,259.3,283.37,295.96,203.98,244.58,199.98,240.46,229.7,324.43,275.8,313.08,234.1,223,222.78,255.32,267.81,197.54,178.52,178.72,213.23,222.85,411.47,243.74,211.5,211.78,304.9,479.64,456.36,253.23,258.42,213.18,242.84,149.77,351.26,214.6,397.27,378.52,252.41,175.19,164.14,194.61,286.38,168.12,239.72,222.86,116.9,197,231.31,238.9,207.65,206.13,241.75,125.36,266.23,157.18,204.75,228.8,244.37,237.09,198.83,170.52,299.51,277.41,114.92,304.9,291.95,168.33
15060106,251.76,257.71,180.2,209.49,720.97,380.17,335,398.54,291.24,215.65,415.15,332.86,291.84,418.01,401.62,429,300.15,400.84,442.78,314.23,273.1,317.63,380.71,181.62,239.52,418.08,368.14,215.8,217.4,378.69,475.48,319.05,275.36,219.71,389.98,358.4,274.49,248.86,286.73,384.51,586.25,229.62,302.19,331.26,259.89,336.84,206.61,195.19,295.59,182.29,454.25,402.69,164.87,316.61,334.33,141.9,351.77,317.43,385.01,218.32,227.47,225.78,326.39,265.44,527.25,258.67,387.08,300.74,293.9,275.08,246.26,367.92,265.01,289.48,253.34,277.59,221.37,654.61,323.68,384.75,269.43,432.93,510.72,460.88,358.2,358.86,317.84,318.86,222.04,408.13,394.73,634.73,586.18,324.12,309.5,194.87,270.25,394.92,214.63,293.94,304.23,123.89,281.22,323.01,352.63,202.02,245.74,375.1,165.34,417.54,212.27,215.71,299.34,341.33,275.08,275.19,230.55,277.91,407.25,161.13,350.42,262.3,247.65
15070101,112.96,134.29,106.58,123.34,423.01,221.92,197.05,232.95,191.4,122.64,223.32,200.32,166.5,259.88,249.4,232.91,185.91,266.43,272.04,180.66,184.95,176.81,253.55,89.3,156.1,272.51,181.63,105.63,127.04,209.3,289.3,210.02,168.21,142.48,200.09,193.18,156.2,125.71,201.23,215.65,390.52,123.51,168.64,203.73,158.01,234.53,111.91,113.16,173.38,95.4,294.74,239.67,100.33,155.16,209.57,66.81,196.68,164.78,217.3,117.13,139.37,130.7,167.89,176.24,295.6,178.84,249.79,173.94,178.35,168.39,157.55,201.15,136.36,185.72,131.6,182.87,132.03,339.4,187.18,168.2,130.93,285.48,336.3,367.09,220.19,179.02,178.83,169.73,93.5,230.18,190.75,332.67,306.54,198.72,142.69,111.38,149.19,284.49,143.58,179.23,151.56,81.9,212.22,184.86,191.45,131.12,128.4,184.19,73,184.14,113.88,127.87,194.73,197.93,172.84,159.47,134.88,205.25,222.63,123.16,239.18,205.33,120.04
15070201,79.31,92.82,69.25,76.93,277.27,153.11,123.64,156.49,151.87,70.57,132.63,131.52,112.24,169.59,166.37,142.9,153.55,198.15,178.37,134.81,163.18,131.07,171.93,53.91,120.67,221.53,159.09,44.34,71.17,117.23,229.94,156.86,91.27,78.55,157.96,109.27,94.27,107.62,188.51,157.6,288.67,78.79,111.34,147.63,107.43,162.19,67.77,83.06,128.29,44.25,180.05,133.4,50.53,87.45,138.99,23.52,119.19,146.64,150.18,75.94,101.12,83.11,124.69,90.21,198.35,118.69,163.53,68.68,132.65,104.89,106.1,115.74,108.91,86.73,78.43,218.23,125.41,214.38,163.05,117.32,95.9,171.83,241.51,241.01,118.58,102.44,110.08,108.08,53.38,104.58,110.79,223.07,207.23,135.19,77.62,30.56,137.28,126.76,84.79,85.85,104.45,36.73,124.21,172.66,150.35,76.38,87.37,143.09,38.68,150,107.36,115.8,163.29,120.79,129.92,101.08,94.89,140.59,150.92,91.69,125.62,92.02,103.89
15070202,101.53,129.76,101.32,111.19,353.29,193.52,179.86,210.78,169.75,105.61,200.33,189.2,155.61,257.87,233.54,194.38,198.5,258.14,247.61,170.49,205.45,171.34,258.22,88.99,149.62,232.7,190.57,84.02,129.89,184.32,269.21,245.82,143.54,121.75,195.64,158.45,153.49,145,202.77,221.9,336.42,125.73,178.54,201.51,154.98,267.7,129.7,123.98,174.4,76.31,257.45,192.43,109.18,139.27,197.3,61.38,169.47,196.68,204.83,141.22,153.95,141.37,164.38,169.34,258.89,163.74,246.46,156.16,176.62,153.94,154.69,178.14,140.89,173.09,126.36,195.45,158.81,292.62,184.98,132.24,154.38,224.95,315.63,318.16,178.93,151.67,158.72,146.43,87.04,202.23,160.08,285.52,257.68,168.69,80.38,68.77,132.99,225.49,129.24,146.64,139.62,66.35,185.77,175.81,175.68,127.13,123.34,192.08,55.5,154.48,149.84,166.93,206.34,190.96,193.72,160.25,109.24,231.43,208.64,124.42,211.03,179.54,126.3
